row_id,task,question,gt_methods,pred_methods,auto_label_clarity,auto_verdicts,HUMAN_label_clarity[fully_labeled/partially_labeled/narrative_only],HUMAN_notes,model_output
114,Distribution Compliance Test,"Do the values in the car price variable, measured in lakhs of currency units, exhibit characteristics consistent with a normal distribution?",Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,fully_labeled,Anderson-Darling Test=include|Shapiro-Wilk Test of Normality=include|Kolmogorov-Smirnov Test for Normality=include|Kolmogorov-Smirnov Test=include|Lilliefors Test=include|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude,,,"1. The variable involved is 'price(in lakhs)', which is quantitative.
2. The statistical task type is to test if the variable follows a normal distribution.
3. The appropriate method category is 'Distribution Compliance Test'.
4. 
Anderson-Darling Test: INCLUDE
Shapiro-Wilk Test of Normality: INCLUDE
Kolmogorov-Smirnov Test for Normality: INCLUDE
Lilliefors Test: INCLUDE
Kolmogorov-Smirnov Test: EXCLUDE
Kolmogorov-Smirnov Test for Uniform distribution: EXCLUDE
Kolmogorov-Smirnov Test for Gamma distribution: EXCLUDE
Kolmogorov-Smirnov Test for Exponential distribution: EXCLUDE

5. Self-check: The methods marked INCLUDE are Anderson-Darling Test, Shapiro-Wilk Test of Normality, Kolmogorov-Smirnov Test for Normality, and Lilliefors Test. These methods are all appropriate for testing normal distribution compliance.

FINAL ANSWER (JSON): {""columns"": [""price(in lakhs)""], ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]}"
30,Variance Test,Do the age and body mass index (BMI) have statistically similar dispersions?,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test|Bartlett Test|F-Test for Variance,fully_labeled,Mood Variance Test=include|Levene Test=include|Bartlett Test=include|F-Test for Variance=include,,,"1. The variables involved are 'age' and 'bmi'.
2. The statistical task is to compare the dispersions of two quantitative variables.
3. The appropriate method category is 'Variance Test'.
4. 
- Mood Variance Test: INCLUDE
- Levene Test: INCLUDE
- Bartlett Test: INCLUDE
- F-Test for Variance: INCLUDE
5. Self-check: All methods marked INCLUDE in Step 4 are from the 'Variance Test' category and are appropriate for comparing the dispersions of two quantitative variables.
6. FINAL ANSWER (JSON): {""columns"": [""age"", ""bmi""], ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]}"
115,Distribution Compliance Test,"Can I assume that the distribution of ages at death, specifically for individuals aged between 51 and 99, follows a normal distribution for statistical procedures?",Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,fully_labeled,Anderson-Darling Test=include|Shapiro-Wilk Test of Normality=include|Kolmogorov-Smirnov Test for Normality=include|Kolmogorov-Smirnov Test=include|Lilliefors Test=include|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude,,,"1. Identify the variables involved.
   - The variable of interest is ""Death Age: 51-99"", which is quantitative.

2. Determine the statistical task type.
   - The task is to test if the distribution of ages at death for individuals aged between 51 and 99 follows a normal distribution.

3. Select the appropriate method category.
   - The appropriate method category is ""Distribution Compliance Test"".

4. Evaluate the candidate methods.
   - Anderson-Darling Test: INCLUDE
   - Shapiro-Wilk Test of Normality: INCLUDE
   - Kolmogorov-Smirnov Test for Normality: INCLUDE
   - Lilliefors Test: INCLUDE
   - Kolmogorov-Smirnov Test: EXCLUDE
   - Kolmogorov-Smirnov Test for Uniform distribution: EXCLUDE
   - Kolmogorov-Smirnov Test for Gamma distribution: EXCLUDE
   - Kolmogorov-Smirnov Test for Exponential distribution: EXCLUDE

5. Self-check:
   - Anderson-Darling Test: INCLUDE
   - Shapiro-Wilk Test of Normality: INCLUDE
   - Kolmogorov-Smirnov Test for Normality: INCLUDE
   - Lilliefors Test: INCLUDE

6. FINAL ANSWER (JSON):
{""columns"": [""Death Age: 51-99""], ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]}"
140,Distribution Compliance Test,Does the distribution of cumulative GPAs conform to a normal distribution?,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,fully_labeled,Pearson Correlation Coefficient=exclude|Spearman Correlation Coefficient=exclude|Kendall Correlation Coefficient=exclude|Partial Correlation Coefficient=exclude|Anderson-Darling Test=include|Shapiro-Wilk Test of Normality=include|Kolmogorov-Smirnov Test for Normality=include|Kolmogorov-Smirnov Test=include|Lilliefors Test=include|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude|Chi-square Independence Test=exclude|Fisher Exact Test=exclude|Mantel-Haenszel Test=exclude|Mean=exclude|Median=exclude|Mode=exclude|Range=exclude|Quartile=exclude|Standard Deviation=exclude|Skewness=exclude|Kurtosis=exclude|Mood Variance Test=exclude|Levene Test=exclude|Bartlett Test=exclude|F-Test for Variance=exclude,,,"PH-121: EXCLUDE
HS-101: EXCLUDE
CY-105: EXCLUDE
HS-105/12: EXCLUDE
MT-111: EXCLUDE
CS-105: EXCLUDE
CS-106: EXCLUDE
EL-102: EXCLUDE
EE-119: EXCLUDE
ME-107: EXCLUDE
CS-107: EXCLUDE
HS-205/20: EXCLUDE
MT-222: EXCLUDE
EE-222: EXCLUDE
MT-224: EXCLUDE
CS-210: EXCLUDE
CS-211: EXCLUDE
CS-203: EXCLUDE
CS-214: EXCLUDE
EE-217: EXCLUDE
CS-212: EXCLUDE
CS-215: EXCLUDE
MT-331: EXCLUDE
EF-303: EXCLUDE
HS-304: EXCLUDE
CS-301: EXCLUDE
CS-302: EXCLUDE
TC-383: EXCLUDE
MT-442: EXCLUDE
EL-332: EXCLUDE
CS-318: EXCLUDE
CS-306: EXCLUDE
CS-312: EXCLUDE
CS-317: EXCLUDE
CS-403: EXCLUDE
CS-421: EXCLUDE
CS-406: EXCLUDE
CS-414: EXCLUDE
CS-419: EXCLUDE
CS-423: EXCLUDE
CS-412: EXCLUDE
CGPA: INCLUDE
Pearson Correlation Coefficient: EXCLUDE
Spearman Correlation Coefficient: EXCLUDE
Kendall Correlation Coefficient: EXCLUDE
Partial Correlation Coefficient: EXCLUDE
Anderson-Darling Test: INCLUDE
Shapiro-Wilk Test of Normality: INCLUDE
Kolmogorov-Smirnov Test for Normality: INCLUDE
Lilliefors Test: INCLUDE
Kolmogorov-Smirnov Test: EXCLUDE
Kolmogorov-Smirnov Test for Uniform distribution: EXCLUDE
Kolmogorov-Smirnov Test for Gamma distribution: EXCLUDE
Kolmogorov-Smirnov Test for Exponential distribution: EXCLUDE
Chi-square Independence Test: EXCLUDE
Fisher Exact Test: EXCLUDE
Mantel-Haenszel Test: EXCLUDE
Mean: EXCLUDE
Median: EXCLUDE
Mode: EXCLUDE
Range: EXCLUDE
Quartile: EXCLUDE
Standard Deviation: EXCLUDE
Skewness: EXCLUDE
Kurtosis: EXCLUDE
Mood Variance Test: EXCLUDE
Levene Test: EXCLUDE
Bartlett Test: EXCLUDE
F-Test for Variance: EXCLUDE

FINAL ANSWER (JSON):{""columns"": [""CGPA""], ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]}"
206,Variance Test,Are the levels of variability in GRE scores comparable to those in the strength of the applicant's Statement of Purpose?,Mood Variance Test|Levene Test,Spearman Correlation Coefficient|Kendall Correlation Coefficient|Standard Deviation|Mood Variance Test|Levene Test|Bartlett Test|F-Test for Variance,fully_labeled,Pearson Correlation Coefficient=exclude|Spearman Correlation Coefficient=include|Kendall Correlation Coefficient=include|Partial Correlation Coefficient=exclude|Anderson-Darling Test=exclude|Shapiro-Wilk Test of Normality=exclude|Kolmogorov-Smirnov Test for Normality=exclude|Kolmogorov-Smirnov Test=exclude|Lilliefors Test=exclude|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude|Chi-square Independence Test=exclude|Fisher Exact Test=exclude|Mantel-Haenszel Test=exclude|Mean=exclude|Median=exclude|Mode=exclude|Range=exclude|Quartile=exclude|Standard Deviation=include|Skewness=exclude|Kurtosis=exclude|Mood Variance Test=include|Levene Test=include|Bartlett Test=include|F-Test for Variance=include,,,"GRE Score: INCLUDE
TOEFL Score: EXCLUDE
University Rating: EXCLUDE
SOP: INCLUDE
LOR : EXCLUDE
CGPA: EXCLUDE
Research: EXCLUDE
Chance of Admit : EXCLUDE
Pearson Correlation Coefficient: EXCLUDE
Spearman Correlation Coefficient: INCLUDE
Kendall Correlation Coefficient: INCLUDE
Partial Correlation Coefficient: EXCLUDE
Anderson-Darling Test: EXCLUDE
Shapiro-Wilk Test of Normality: EXCLUDE
Kolmogorov-Smirnov Test for Normality: EXCLUDE
Lilliefors Test: EXCLUDE
Kolmogorov-Smirnov Test: EXCLUDE
Kolmogorov-Smirnov Test for Uniform distribution: EXCLUDE
Kolmogorov-Smirnov Test for Gamma distribution: EXCLUDE
Kolmogorov-Smirnov Test for Exponential distribution: EXCLUDE
Chi-square Independence Test: EXCLUDE
Fisher Exact Test: EXCLUDE
Mantel-Haenszel Test: EXCLUDE
Mean: EXCLUDE
Median: EXCLUDE
Mode: EXCLUDE
Range: EXCLUDE
Quartile: EXCLUDE
Standard Deviation: INCLUDE
Skewness: EXCLUDE
Kurtosis: EXCLUDE
Mood Variance Test: INCLUDE
Levene Test: INCLUDE
Bartlett Test: INCLUDE
F-Test for Variance: INCLUDE

FINAL ANSWER (JSON):{""columns"": [""GRE Score"", ""SOP""], ""methods"": [""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient"", ""Standard Deviation"", ""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]}"
14,Contingency Table Test,Is there any correlation between experiencing peer pressure related to smoking and the presence of symptoms of chest pain?,Chi-square Independence Test|Fisher Exact Test,Chi-square Independence Test|Fisher Exact Test,fully_labeled,Pearson Correlation Coefficient=exclude|Spearman Correlation Coefficient=exclude|Kendall Correlation Coefficient=exclude|Partial Correlation Coefficient=exclude|Anderson-Darling Test=exclude|Shapiro-Wilk Test of Normality=exclude|Kolmogorov-Smirnov Test for Normality=exclude|Kolmogorov-Smirnov Test=exclude|Lilliefors Test=exclude|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude|Chi-square Independence Test=include|Fisher Exact Test=include|Mantel-Haenszel Test=exclude|Mean=exclude|Median=exclude|Mode=exclude|Range=exclude|Quartile=exclude|Standard Deviation=exclude|Skewness=exclude|Kurtosis=exclude|Mood Variance Test=exclude|Levene Test=exclude|Bartlett Test=exclude|F-Test for Variance=exclude,,,"1. Identify the variables involved.
   - PEER_PRESSURE (related to smoking)
   - CHEST PAIN

2. Determine the statistical task type.
   - The task is to find a correlation between two categorical variables.

3. Select the appropriate method category.
   - Correlation Analysis for categorical variables is not directly applicable. However, we can use Contingency Table Test to check for association.

4. Evaluate the candidate methods.
   - Pearson Correlation Coefficient: EXCLUDE
   - Spearman Correlation Coefficient: EXCLUDE
   - Kendall Correlation Coefficient: EXCLUDE
   - Partial Correlation Coefficient: EXCLUDE
   - Anderson-Darling Test: EXCLUDE
   - Shapiro-Wilk Test of Normality: EXCLUDE
   - Kolmogorov-Smirnov Test for Normality: EXCLUDE
   - Lilliefors Test: EXCLUDE
   - Kolmogorov-Smirnov Test: EXCLUDE
   - Kolmogorov-Smirnov Test for Uniform distribution: EXCLUDE
   - Kolmogorov-Smirnov Test for Gamma distribution: EXCLUDE
   - Kolmogorov-Smirnov Test for Exponential distribution: EXCLUDE
   - Chi-square Independence Test: INCLUDE
   - Fisher Exact Test: INCLUDE
   - Mantel-Haenszel Test: EXCLUDE
   - Mean: EXCLUDE
   - Median: EXCLUDE
   - Mode: EXCLUDE
   - Range: EXCLUDE
   - Quartile: EXCLUDE
   - Standard Deviation: EXCLUDE
   - Skewness: EXCLUDE
   - Kurtosis: EXCLUDE
   - Mood Variance Test: EXCLUDE
   - Levene Test: EXCLUDE
   - Bartlett Test: EXCLUDE
   - F-Test for Variance: EXCLUDE

5. Self-check: list only the methods marked INCLUDE in Step 4.
   - Chi-square Independence Test: INCLUDE
   - Fisher Exact Test: INCLUDE

6. FINAL ANSWER (JSON):
{""columns"": [""PEER_PRESSURE"", ""CHEST PAIN""], ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]}"
132,Variance Test,Do age and BMI exhibit similar variance characteristics?,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test|Bartlett Test|F-Test for Variance,fully_labeled,Mood Variance Test=include|Levene Test=include|Bartlett Test=include|F-Test for Variance=include,,,"1. The variables involved are 'age' and 'bmi'.
2. The statistical task type is to compare the variance characteristics of two quantitative variables.
3. The appropriate method category is Variance Test.
4. 
- Mood Variance Test: INCLUDE
- Levene Test: INCLUDE
- Bartlett Test: INCLUDE
- F-Test for Variance: INCLUDE
5. Self-check: All methods marked INCLUDE in Step 4 are from the Variance Test category and are appropriate for comparing the variance characteristics of two quantitative variables.
6. FINAL ANSWER (JSON): {""columns"": [""age"", ""bmi""], ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]}"
162,Distribution Compliance Test,Does the average self-reported happiness score (avg_satisfaction) exhibit consistency with a normal distribution?,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,fully_labeled,Anderson-Darling Test=include|Shapiro-Wilk Test of Normality=include|Kolmogorov-Smirnov Test for Normality=include|Kolmogorov-Smirnov Test=include|Lilliefors Test=include|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude,,,"1. The variable involved is 'avg_satisfaction'.
2. The statistical task type is to test if the variable 'avg_satisfaction' follows a normal distribution.
3. The appropriate method category is 'Distribution Compliance Test'.
4. 
Anderson-Darling Test: INCLUDE
Shapiro-Wilk Test of Normality: INCLUDE
Kolmogorov-Smirnov Test for Normality: INCLUDE
Lilliefors Test: INCLUDE
Kolmogorov-Smirnov Test: EXCLUDE
Kolmogorov-Smirnov Test for Uniform distribution: EXCLUDE
Kolmogorov-Smirnov Test for Gamma distribution: EXCLUDE
Kolmogorov-Smirnov Test for Exponential distribution: EXCLUDE

5. Self-check:
- Anderson-Darling Test: INCLUDE
- Shapiro-Wilk Test of Normality: INCLUDE
- Kolmogorov-Smirnov Test for Normality: INCLUDE
- Lilliefors Test: INCLUDE

6. FINAL ANSWER (JSON):
{""columns"": [""avg_satisfaction""], ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]}"
248,Variance Test,"To what extent do the variance patterns of engine displacement (measured in cubic centimeters, cc) and maximum power output (measured in brake horsepower, bhp) exhibit parallelism?",Mood Variance Test|Levene Test,Mood Variance Test|Levene Test|Bartlett Test|F-Test for Variance,fully_labeled,Mood Variance Test=include|Levene Test=include|Bartlett Test=include|F-Test for Variance=include,,,"1. The variables involved are 'engine(cc)' and 'max_power(bhp)'.
2. The statistical task type is to compare the variance patterns of two quantitative variables.
3. The appropriate method category is Variance Test.
4. 
- Mood Variance Test: INCLUDE
- Levene Test: INCLUDE
- Bartlett Test: INCLUDE
- F-Test for Variance: INCLUDE

5. Self-check: All methods marked INCLUDE in Step 4 are from the Variance Test category and are appropriate for comparing the variance patterns of two quantitative variables. No contradictions are found.

FINAL ANSWER (JSON): {""columns"": [""engine(cc)"", ""max_power(bhp)""], ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]}"
51,Correlation Analysis,Do changes in base Health Points (HP) correspond to similar changes in base Special Defense (Sp_Def)?,Pearson Correlation Coefficient|Spearman Correlation Coefficient|Kendall Correlation Coefficient,Pearson Correlation Coefficient|Spearman Correlation Coefficient|Kendall Correlation Coefficient|Partial Correlation Coefficient,fully_labeled,Pearson Correlation Coefficient=include|Spearman Correlation Coefficient=include|Kendall Correlation Coefficient=include|Partial Correlation Coefficient=include|Anderson-Darling Test=exclude|Shapiro-Wilk Test of Normality=exclude|Kolmogorov-Smirnov Test for Normality=exclude|Kolmogorov-Smirnov Test=exclude|Lilliefors Test=exclude|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude|Chi-square Independence Test=exclude|Fisher Exact Test=exclude|Mantel-Haenszel Test=exclude|Mean=exclude|Median=exclude|Mode=exclude|Range=exclude|Quartile=exclude|Standard Deviation=exclude|Skewness=exclude|Kurtosis=exclude|Mood Variance Test=exclude|Levene Test=exclude|Bartlett Test=exclude|F-Test for Variance=exclude,,,"1. Identify the variables involved.
   - HP (base Health Points)
   - Sp_Def (base Special Defense)

2. Determine the statistical task type.
   - The task is to determine if changes in HP correspond to similar changes in Sp_Def. This suggests a correlation analysis.

3. Select the appropriate method category.
   - Correlation Analysis

4. Evaluate the candidate methods.
   Pearson Correlation Coefficient: INCLUDE
   Spearman Correlation Coefficient: INCLUDE
   Kendall Correlation Coefficient: INCLUDE
   Partial Correlation Coefficient: INCLUDE
   Anderson-Darling Test: EXCLUDE
   Shapiro-Wilk Test of Normality: EXCLUDE
   Kolmogorov-Smirnov Test for Normality: EXCLUDE
   Lilliefors Test: EXCLUDE
   Kolmogorov-Smirnov Test: EXCLUDE
   Kolmogorov-Smirnov Test for Uniform distribution: EXCLUDE
   Kolmogorov-Smirnov Test for Gamma distribution: EXCLUDE
   Kolmogorov-Smirnov Test for Exponential distribution: EXCLUDE
   Chi-square Independence Test: EXCLUDE
   Fisher Exact Test: EXCLUDE
   Mantel-Haenszel Test: EXCLUDE
   Mean: EXCLUDE
   Median: EXCLUDE
   Mode: EXCLUDE
   Range: EXCLUDE
   Quartile: EXCLUDE
   Standard Deviation: EXCLUDE
   Skewness: EXCLUDE
   Kurtosis: EXCLUDE
   Mood Variance Test: EXCLUDE
   Levene Test: EXCLUDE
   Bartlett Test: EXCLUDE
   F-Test for Variance: EXCLUDE

5. Self-check: list only the methods marked INCLUDE in Step 4.
   - Pearson Correlation Coefficient
   - Spearman Correlation Coefficient
   - Kendall Correlation Coefficient
   - Partial Correlation Coefficient

6. FINAL ANSWER (JSON):
{""columns"": [""HP"", ""Sp_Def""], ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient"", ""Partial Correlation Coefficient""]}"
324,Correlation Analysis,How strong is the relationship between the number of Christmas trees purchased and their average sale price?,Kendall Correlation Coefficient,Pearson Correlation Coefficient|Spearman Correlation Coefficient|Kendall Correlation Coefficient,fully_labeled,Pearson Correlation Coefficient=include|Spearman Correlation Coefficient=include|Kendall Correlation Coefficient=include|Partial Correlation Coefficient=exclude|Anderson-Darling Test=exclude|Shapiro-Wilk Test of Normality=exclude|Kolmogorov-Smirnov Test for Normality=exclude|Kolmogorov-Smirnov Test=exclude|Lilliefors Test=exclude|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude|Chi-square Independence Test=exclude|Fisher Exact Test=exclude|Mantel-Haenszel Test=exclude|Mean=exclude|Median=exclude|Mode=exclude|Range=exclude|Quartile=exclude|Standard Deviation=exclude|Skewness=exclude|Kurtosis=exclude|Mood Variance Test=exclude|Levene Test=exclude|Bartlett Test=exclude|F-Test for Variance=exclude,,,"1. The variables involved are ""Number of trees sold"" and ""Average Tree Price"".
2. The statistical task type is to measure the strength of the relationship between two quantitative variables.
3. The appropriate method category is Correlation Analysis.
4. 
Pearson Correlation Coefficient: INCLUDE
Spearman Correlation Coefficient: INCLUDE
Kendall Correlation Coefficient: INCLUDE
Partial Correlation Coefficient: EXCLUDE
Anderson-Darling Test: EXCLUDE
Shapiro-Wilk Test of Normality: EXCLUDE
Kolmogorov-Smirnov Test for Normality: EXCLUDE
Lilliefors Test: EXCLUDE
Kolmogorov-Smirnov Test: EXCLUDE
Kolmogorov-Smirnov Test for Uniform distribution: EXCLUDE
Kolmogorov-Smirnov Test for Gamma distribution: EXCLUDE
Kolmogorov-Smirnov Test for Exponential distribution: EXCLUDE
Chi-square Independence Test: EXCLUDE
Fisher Exact Test: EXCLUDE
Mantel-Haenszel Test: EXCLUDE
Mean: EXCLUDE
Median: EXCLUDE
Mode: EXCLUDE
Range: EXCLUDE
Quartile: EXCLUDE
Standard Deviation: EXCLUDE
Skewness: EXCLUDE
Kurtosis: EXCLUDE
Mood Variance Test: EXCLUDE
Levene Test: EXCLUDE
Bartlett Test: EXCLUDE
F-Test for Variance: EXCLUDE

5. Self-check: The methods marked INCLUDE are Pearson Correlation Coefficient, Spearman Correlation Coefficient, and Kendall Correlation Coefficient. These methods are all within the Correlation Analysis category and do not contradict any conditions.

FINAL ANSWER (JSON):{""columns"": [""Number of trees sold"", ""Average Tree Price""], ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]}"
118,Distribution Compliance Test,What is the likelihood that the price at which the produce is sold at the farm follows a normal distribution?,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,fully_labeled,Anderson-Darling Test=include|Shapiro-Wilk Test of Normality=include|Kolmogorov-Smirnov Test for Normality=include|Kolmogorov-Smirnov Test=include|Lilliefors Test=include|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude,,,"1. The variable involved is 'farmprice'.
2. The statistical task type is to test the distribution compliance of 'farmprice'.
3. The appropriate method category is 'Distribution Compliance Test'.
4. 
Anderson-Darling Test: INCLUDE
Shapiro-Wilk Test of Normality: INCLUDE
Kolmogorov-Smirnov Test for Normality: INCLUDE
Lilliefors Test: INCLUDE
Kolmogorov-Smirnov Test: EXCLUDE
Kolmogorov-Smirnov Test for Uniform distribution: EXCLUDE
Kolmogorov-Smirnov Test for Gamma distribution: EXCLUDE
Kolmogorov-Smirnov Test for Exponential distribution: EXCLUDE

5. Self-check:
- Anderson-Darling Test: INCLUDE
- Shapiro-Wilk Test of Normality: INCLUDE
- Kolmogorov-Smirnov Test for Normality: INCLUDE
- Lilliefors Test: INCLUDE

6. FINAL ANSWER (JSON):
{""columns"": [""farmprice""], ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]}"
244,Contingency Table Test,Is there a discernible association pattern between the type of chest pain and the slope of the peak exercise ST segment?,Chi-square Independence Test,Chi-square Independence Test|Fisher Exact Test,fully_labeled,Chi-square Independence Test=include|Fisher Exact Test=include|Mantel-Haenszel Test=exclude,,,"1. Identify the variables involved.
   - ChestPainType (categorical)
   - ST_Slope (categorical)

2. Determine the statistical task type.
   - The task is to find an association pattern between two categorical variables.

3. Select the appropriate method category.
   - Contingency Table Test

4. Evaluate the candidate methods.
   Chi-square Independence Test: INCLUDE
   Fisher Exact Test: INCLUDE
   Mantel-Haenszel Test: EXCLUDE

5. Self-check:
   - Chi-square Independence Test: INCLUDE (valid for categorical variables)
   - Fisher Exact Test: INCLUDE (valid for categorical variables)
   - Mantel-Haenszel Test: EXCLUDE (not applicable for two categorical variables without a stratification variable)

FINAL ANSWER (JSON): {""columns"": [""ChestPainType"", ""ST_Slope""], ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]}"
280,Distribution Compliance Test,"Does the budget allocated for TV advertising ($), follow a distribution that is suitable for methods assuming normality?",Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,fully_labeled,Anderson-Darling Test=include|Shapiro-Wilk Test of Normality=include|Kolmogorov-Smirnov Test for Normality=include|Kolmogorov-Smirnov Test=include|Lilliefors Test=include|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude,,,"1. The variable involved is ""TV Ad Budget ($)"".
2. The statistical task type is to test if the distribution of the TV Ad Budget follows a distribution suitable for methods assuming normality.
3. The appropriate method category is ""Distribution Compliance Test"".
4. 
- Anderson-Darling Test: INCLUDE
- Shapiro-Wilk Test of Normality: INCLUDE
- Kolmogorov-Smirnov Test for Normality: INCLUDE
- Lilliefors Test: INCLUDE
- Kolmogorov-Smirnov Test: EXCLUDE
- Kolmogorov-Smirnov Test for Uniform distribution: EXCLUDE
- Kolmogorov-Smirnov Test for Gamma distribution: EXCLUDE
- Kolmogorov-Smirnov Test for Exponential distribution: EXCLUDE
5. After self-check, the methods marked INCLUDE are:
- Anderson-Darling Test
- Shapiro-Wilk Test of Normality
- Kolmogorov-Smirnov Test for Normality
- Lilliefors Test
6. FINAL ANSWER (JSON):
{""columns"": [""TV Ad Budget ($)""], ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]}"
264,Contingency Table Test,Is there a relationship between hypertension and smoking status?,Chi-square Independence Test,Chi-square Independence Test|Fisher Exact Test,fully_labeled,Chi-square Independence Test=include|Fisher Exact Test=include|Mantel-Haenszel Test=exclude,,,"1. The variables involved are 'hypertension' and 'smoking_status'.
2. The statistical task type is to determine if there is a relationship between two categorical variables.
3. The appropriate method category is Contingency Table Test.
4. 
- Chi-square Independence Test: INCLUDE
- Fisher Exact Test: INCLUDE
- Mantel-Haenszel Test: EXCLUDE

5. Self-check: The methods marked INCLUDE are 'Chi-square Independence Test' and 'Fisher Exact Test'. 'Mantel-Haenszel Test' is excluded because it is used for stratified analysis and there is no indication of a strata variable in the question.

FINAL ANSWER (JSON): {""columns"": [""hypertension"", ""smoking_status""], ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]}"
